"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 04, 2020","14.75","14.75","14.75","14.75","-","0.00%"
"Nov 03, 2020","14.75","14.75","14.75","14.75","-","0.00%"
"Nov 02, 2020","14.75","14.75","14.75","14.75","-","0.00%"
"Oct 30, 2020","14.75","14.75","14.75","14.75","-","4.09%"
"Oct 28, 2020","14.17","14.17","14.17","14.17","-","2.24%"
"Oct 27, 2020","13.86","13.86","13.86","13.86","-","-4.15%"
"Oct 26, 2020","14.46","14.46","14.46","14.46","-","2.55%"
"Oct 23, 2020","14.10","14.10","14.10","14.10","-","9.81%"
"Oct 22, 2020","12.84","12.84","12.84","12.84","-","1.90%"
"Oct 21, 2020","12.60","12.60","12.60","12.60","-","0.24%"
"Oct 20, 2020","12.57","12.57","12.57","12.57","-","-0.16%"
"Oct 19, 2020","12.59","12.59","12.59","12.59","-","0.08%"
"Oct 16, 2020","12.58","12.58","12.58","12.58","-","0.72%"
"Oct 15, 2020","12.49","12.49","12.49","12.49","-","0.56%"
"Oct 14, 2020","12.42","12.42","12.42","12.42","-","0.16%"
"Oct 13, 2020","12.40","12.40","12.40","12.40","-","-0.08%"
"Oct 12, 2020","12.41","12.41","12.41","12.41","-","-0.48%"
"Oct 09, 2020","12.47","12.47","12.47","12.47","-","-0.80%"
"Oct 08, 2020","12.57","12.57","12.57","12.57","-","0.96%"
"Oct 07, 2020","12.45","12.45","12.45","12.45","-","3.15%"
"Oct 06, 2020","12.07","12.07","12.07","12.07","-","0.33%"
"Oct 05, 2020","12.03","12.03","12.03","12.03","-","0.00%"
"Oct 02, 2020","12.03","12.03","12.03","12.03","-","1.69%"
"Oct 01, 2020","11.83","11.83","11.83","11.83","-","-0.08%"
"Sep 30, 2020","11.84","11.84","11.84","11.84","-","0.77%"
"Sep 29, 2020","11.75","11.75","11.75","11.75","-","0.26%"
"Sep 28, 2020","11.72","11.72","11.72","11.72","-","2.18%"
"Sep 25, 2020","11.47","11.47","11.47","11.47","-","1.96%"
"Sep 24, 2020","11.25","11.25","11.25","11.25","-","0.00%"
"Sep 23, 2020","11.25","11.25","11.25","11.25","-","0.72%"
"Sep 22, 2020","11.17","11.17","11.17","11.17","-","0.09%"
"Sep 21, 2020","11.16","11.16","11.16","11.16","-","1.18%"
"Sep 18, 2020","11.03","11.03","11.03","11.03","-","-1.96%"
"Sep 17, 2020","11.25","11.25","11.25","11.25","-","5.63%"
"Sep 16, 2020","10.65","10.65","10.65","10.65","-","0.95%"
"Sep 15, 2020","10.55","10.55","10.55","10.55","-","0.76%"
"Sep 14, 2020","10.47","10.47","10.47","10.47","-","0.00%"
"Sep 11, 2020","10.47","10.47","10.47","10.47","-","1.95%"
"Sep 10, 2020","10.27","10.27","10.27","10.27","-","1.68%"
"Sep 09, 2020","10.10","10.10","10.10","10.10","-","1.41%"
"Sep 08, 2020","9.96","9.96","9.96","9.96","-","0.91%"
"Sep 07, 2020","9.87","9.87","9.87","9.87","-","0.71%"
"Sep 04, 2020","9.80","9.80","9.80","9.80","-","0.51%"
"Sep 03, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Sep 02, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Sep 01, 2020","9.75","9.75","9.75","9.75","-","-0.10%"
"Aug 31, 2020","9.76","9.76","9.76","9.76","-","-0.10%"
"Aug 28, 2020","9.77","9.77","9.77","9.77","-","0.21%"
"Aug 27, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 26, 2020","9.75","9.75","9.75","9.75","-","-0.81%"
"Aug 25, 2020","9.83","9.83","9.83","9.83","-","-1.99%"
"Aug 24, 2020","10.03","10.03","10.03","10.03","-","2.87%"
"Aug 21, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 20, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 19, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 18, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 17, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 14, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 13, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 12, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 11, 2020","9.75","9.75","9.75","9.75","-","0.00%"
"Aug 10, 2020","9.75","9.75","9.75","9.75","-","0.10%"
"Aug 07, 2020","9.74","9.74","9.74","9.74","-","1.14%"
"Aug 06, 2020","9.63","9.63","9.63","9.63","-","1.90%"
"Aug 05, 2020","9.45","9.45","9.45","9.45","-","21.00%"
"Aug 04, 2020","7.81","7.81","7.81","7.81","-","-9.29%"
"Jul 30, 2020","8.61","8.61","8.61","8.61","-","-4.86%"
"Jul 29, 2020","9.05","9.05","9.05","9.05","-","6.35%"
"Jul 28, 2020","8.51","8.51","8.51","8.51","-","4.67%"
"Jul 27, 2020","8.13","8.13","8.13","8.13","-","-2.63%"
"Jul 24, 2020","8.35","8.35","8.35","8.35","-","-4.02%"
"Jul 23, 2020","8.70","8.70","8.70","8.70","-","0.35%"
"Jul 22, 2020","8.67","8.67","8.67","8.67","-","1.40%"
"Jul 21, 2020","8.55","8.55","8.55","8.55","-","2.52%"
"Jul 20, 2020","8.34","8.34","8.34","8.34","-","-1.88%"
"Jul 17, 2020","8.50","8.50","8.50","8.50","-","5.59%"
"Jul 16, 2020","8.05","8.05","8.05","8.05","-","3.87%"
"Jul 14, 2020","7.75","7.75","7.75","7.75","-","-2.27%"
"Jul 13, 2020","7.93","7.93","7.93","7.93","-","-2.82%"
"Jul 10, 2020","8.16","8.16","8.16","8.16","-","0.49%"
"Jul 09, 2020","8.12","8.12","8.12","8.12","-","2.78%"
"Jul 08, 2020","7.90","7.90","7.90","7.90","-","-5.16%"
"Jul 07, 2020","8.33","8.33","8.33","8.33","-","7.07%"
"Jul 06, 2020","7.78","7.78","7.78","7.78","-","1.70%"
"Jul 03, 2020","7.65","7.65","7.65","7.65","-","1.19%"
"Jul 02, 2020","7.56","7.56","7.56","7.56","-","-2.20%"
"Jul 01, 2020","7.73","7.73","7.73","7.73","-","-1.65%"
"Jun 30, 2020","7.86","7.86","7.86","7.86","-","-1.38%"
"Jun 29, 2020","7.97","7.97","7.97","7.97","-","1.27%"
"Jun 26, 2020","7.87","7.87","7.87","7.87","-","-8.70%"
"Jun 25, 2020","8.62","8.62","8.62","8.62","-","4.36%"
"Jun 24, 2020","8.26","8.26","8.26","8.26","-","2.35%"
"Jun 23, 2020","8.07","8.07","8.07","8.07","-","0.00%"
"Jun 22, 2020","8.07","8.07","8.07","8.07","-","-1.94%"
"Jun 19, 2020","8.23","8.23","8.23","8.23","-","0.12%"
"Jun 18, 2020","8.22","8.22","8.22","8.22","-","2.75%"
"Jun 17, 2020","8.00","8.00","8.00","8.00","-","2.83%"
"Jun 16, 2020","7.78","7.78","7.78","7.78","-","2.77%"
"Jun 15, 2020","7.57","7.57","7.57","7.57","-","-3.44%"
"Jun 12, 2020","7.84","7.84","7.84","7.84","-","-3.80%"
"Jun 11, 2020","8.15","8.15","8.15","8.15","-","3.03%"
"Jun 10, 2020","7.91","7.91","7.91","7.91","-","1.28%"
"Jun 09, 2020","7.81","7.81","7.81","7.81","-","-4.64%"
"Jun 08, 2020","8.19","8.19","8.19","8.19","-","-0.12%"
"Jun 05, 2020","8.20","8.20","8.20","8.20","-","-2.15%"
"Jun 04, 2020","8.38","8.38","8.38","8.38","-","1.82%"
"Jun 03, 2020","8.23","8.23","8.23","8.23","-","0.37%"
"Jun 02, 2020","8.20","8.20","8.20","8.20","-","-5.86%"
"Jun 01, 2020","8.71","8.71","8.71","8.71","-","1.63%"
"May 29, 2020","8.57","8.57","8.57","8.57","-","14.27%"
"May 28, 2020","7.50","7.50","7.50","7.50","-","-1.19%"
"May 27, 2020","7.59","7.59","7.59","7.59","-","-6.87%"
