"Date","Price","Open","High","Low","Change %"
"Dec 17, 2020","7.6959","7.7999","7.8097","7.6896","-1.27%"
"Dec 16, 2020","7.7949","7.8440","7.8492","7.7573","-0.45%"
"Dec 15, 2020","7.8300","7.8534","7.8734","7.8113","-0.23%"
"Dec 14, 2020","7.8483","7.8601","7.9392","7.8234","-0.10%"
"Dec 11, 2020","7.8562","7.8841","8.0347","7.8149","-0.38%"
"Dec 10, 2020","7.8864","7.8263","7.9256","7.8163","0.91%"
"Dec 09, 2020","7.8156","7.8155","7.8524","7.7888","0.13%"
"Dec 08, 2020","7.8055","7.8007","7.8529","7.7865","0.11%"
"Dec 07, 2020","7.7973","7.8029","7.8774","7.7958","-0.01%"
"Dec 04, 2020","7.7981","7.7739","7.8498","7.7477","0.41%"
"Dec 03, 2020","7.7665","7.8524","7.9250","7.7497","-1.07%"
"Dec 02, 2020","7.8502","7.8290","7.8836","7.7717","0.32%"
"Dec 01, 2020","7.8248","7.8328","7.9213","7.7961","-0.05%"
"Nov 30, 2020","7.8284","7.8353","7.8653","7.7424","-0.06%"
"Nov 27, 2020","7.8332","7.8695","7.8952","7.7613","-0.46%"
"Nov 26, 2020","7.8691","7.9311","7.9735","7.8456","-0.76%"
"Nov 25, 2020","7.9297","8.0022","8.0171","7.9051","-0.86%"
"Nov 24, 2020","7.9982","7.8848","8.0530","7.8295","1.49%"
"Nov 23, 2020","7.8810","7.6400","7.9569","7.6349","3.26%"
"Nov 20, 2020","7.6323","7.5529","7.7055","7.5258","1.08%"
"Nov 19, 2020","7.5507","7.7060","7.7431","7.5035","-1.99%"
"Nov 18, 2020","7.7040","7.7002","7.7914","7.6700","0.10%"
"Nov 17, 2020","7.6962","7.7015","7.8061","7.6603","-0.02%"
"Nov 16, 2020","7.6976","7.6612","7.7680","7.5920","0.49%"
"Nov 13, 2020","7.6602","7.6899","7.7583","7.5936","-0.35%"
"Nov 12, 2020","7.6869","7.7996","7.8997","7.6547","-1.41%"
"Nov 11, 2020","7.7966","8.1452","8.2041","7.7832","-4.27%"
"Nov 10, 2020","8.1446","8.0660","8.3819","8.0510","1.01%"
"Nov 09, 2020","8.0634","8.4316","8.4543","7.9887","-5.36%"
"Nov 06, 2020","8.5200","8.4220","8.5876","8.3993","1.19%"
"Nov 05, 2020","8.4202","8.4262","8.4859","8.4023","-0.06%"
"Nov 04, 2020","8.4251","8.4041","8.5320","8.3827","0.28%"
"Nov 03, 2020","8.4016","8.4221","8.5471","8.3924","-0.21%"
"Nov 02, 2020","8.4190","8.3467","8.4486","8.3401","0.89%"
"Oct 30, 2020","8.3448","8.2922","8.3899","8.2674","0.68%"
"Oct 29, 2020","8.2881","8.2576","8.3315","8.2568","0.39%"
"Oct 28, 2020","8.2559","8.1853","8.3244","8.1827","0.86%"
"Oct 27, 2020","8.1854","8.0837","8.1989","8.0815","1.31%"
"Oct 26, 2020","8.0797","7.9645","8.0995","7.9585","1.49%"
"Oct 23, 2020","7.9610","7.9351","7.9833","7.9145","0.35%"
"Oct 22, 2020","7.9329","7.8125","7.9880","7.7792","1.60%"
"Oct 21, 2020","7.8081","7.8663","7.8847","7.7880","-0.67%"
"Oct 20, 2020","7.8609","7.8837","7.9109","7.8542","-0.24%"
"Oct 19, 2020","7.8797","7.9353","7.9416","7.8691","-0.64%"
"Oct 16, 2020","7.9304","7.9356","7.9599","7.8856","-0.01%"
"Oct 15, 2020","7.9310","7.9118","7.9538","7.9059","0.29%"
"Oct 14, 2020","7.9084","7.9167","7.9612","7.8970","-0.08%"
"Oct 13, 2020","7.9146","7.8900","7.9324","7.8738","0.34%"
"Oct 12, 2020","7.8879","7.8602","7.9157","7.8510","0.40%"
"Oct 09, 2020","7.8566","7.9447","7.9591","7.8372","-1.06%"
"Oct 08, 2020","7.9406","7.8847","7.9485","7.8741","0.76%"
"Oct 07, 2020","7.8808","7.7993","7.8967","7.7821","1.13%"
"Oct 06, 2020","7.7931","7.7639","7.8084","7.7411","0.43%"
"Oct 05, 2020","7.7599","7.7714","7.7906","7.7206","-0.14%"
"Oct 02, 2020","7.7708","7.7498","7.7931","7.7066","0.27%"
"Oct 01, 2020","7.7500","7.7187","7.7880","7.6219","0.44%"
"Sep 30, 2020","7.7157","7.8189","7.8400","7.6969","-1.26%"
"Sep 29, 2020","7.8139","7.8044","7.8669","7.7590","0.15%"
"Sep 28, 2020","7.8024","7.6648","7.8409","7.6531","1.85%"
"Sep 25, 2020","7.6607","7.6228","7.6865","7.4915","0.51%"
"Sep 24, 2020","7.6216","7.7005","7.7228","7.5380","-0.98%"
"Sep 23, 2020","7.6967","7.6658","7.7137","7.6424","0.45%"
"Sep 22, 2020","7.6619","7.6318","7.6751","7.6118","0.42%"
"Sep 21, 2020","7.6299","7.5608","7.6439","7.5387","0.97%"
"Sep 18, 2020","7.5563","7.5503","7.5932","7.5240","0.13%"
"Sep 17, 2020","7.5464","7.5052","7.5663","7.4825","0.55%"
"Sep 16, 2020","7.5054","7.4892","7.5182","7.4640","0.27%"
"Sep 15, 2020","7.4854","7.4879","7.5022","7.4548","0.02%"
"Sep 14, 2020","7.4840","7.4720","7.5038","7.4590","0.16%"
"Sep 11, 2020","7.4724","7.4502","7.4828","7.4314","0.33%"
"Sep 10, 2020","7.4481","7.4889","7.5015","7.3977","-0.49%"
"Sep 09, 2020","7.4848","7.4850","7.5001","7.4565","0.04%"
"Sep 08, 2020","7.4817","7.4577","7.4921","7.4390","0.37%"
"Sep 07, 2020","7.4542","7.4360","7.4696","7.4203","0.28%"
"Sep 04, 2020","7.4331","7.4352","7.4651","7.3980","-0.01%"
"Sep 03, 2020","7.4335","7.3860","7.4549","7.3661","0.69%"
"Sep 02, 2020","7.3822","7.3694","7.4036","7.3475","0.23%"
"Sep 01, 2020","7.3652","7.3513","7.3789","7.3158","0.25%"
"Aug 31, 2020","7.3466","7.3314","7.3731","7.3110","0.19%"
"Aug 28, 2020","7.3329","7.3604","7.3797","7.2727","-0.35%"
"Aug 27, 2020","7.3587","7.3703","7.3915","7.2857","-0.10%"
"Aug 26, 2020","7.3662","7.3932","7.4212","7.3133","-0.31%"
"Aug 25, 2020","7.3893","7.3783","7.4085","7.3533","0.17%"
"Aug 24, 2020","7.3768","7.3332","7.3860","7.3035","0.55%"
"Aug 21, 2020","7.3365","7.2986","7.3527","7.1840","0.59%"
"Aug 20, 2020","7.2938","7.2923","7.3588","7.2640","0.05%"
"Aug 19, 2020","7.2905","7.3736","7.3881","7.1933","-1.07%"
"Aug 18, 2020","7.3696","7.3839","7.4036","7.3355","-0.12%"
"Aug 17, 2020","7.3787","7.3750","7.4014","7.3559","0.17%"
"Aug 14, 2020","7.3664","7.3383","7.3885","7.3291","0.42%"
"Aug 13, 2020","7.3354","7.3328","7.3665","7.2655","0.10%"
"Aug 12, 2020","7.3282","7.2182","7.3484","7.1842","1.75%"
"Aug 11, 2020","7.2025","7.3351","7.3565","7.1753","-1.78%"
"Aug 10, 2020","7.3329","7.2898","7.3689","7.2337","0.57%"
"Aug 07, 2020","7.2911","7.2396","7.3755","7.1085","0.76%"
"Aug 06, 2020","7.2362","7.0475","7.3215","7.0200","2.73%"
"Aug 05, 2020","7.0438","6.9015","7.0895","6.8945","2.13%"
"Aug 04, 2020","6.8968","6.9576","7.0342","6.8868","-0.85%"
"Aug 03, 2020","6.9558","6.9745","6.9943","6.9472","-0.21%"
"Jul 31, 2020","6.9702","6.9974","7.0153","6.9570","-0.31%"
"Jul 30, 2020","6.9917","6.9832","7.0151","6.9402","0.13%"
"Jul 29, 2020","6.9828","6.9363","7.0076","6.9215","0.71%"
"Jul 28, 2020","6.9335","6.8625","6.9785","6.8542","1.08%"
"Jul 27, 2020","6.8595","6.8468","6.9655","6.8355","0.22%"
"Jul 24, 2020","6.8446","6.8433","6.8547","6.8310","0.08%"
"Jul 23, 2020","6.8389","6.8510","6.8548","6.8250","-0.13%"
"Jul 22, 2020","6.8480","6.8247","6.8569","6.8185","0.39%"
"Jul 21, 2020","6.8214","6.8577","6.8671","6.8165","-0.50%"
"Jul 20, 2020","6.8558","6.8586","6.8688","6.8445","0.01%"
"Jul 17, 2020","6.8553","6.8573","6.8776","6.8436","0.02%"
"Jul 16, 2020","6.8538","6.8558","6.8660","6.8460","0.01%"
"Jul 15, 2020","6.8529","6.8639","6.8705","6.8510","-0.14%"
"Jul 14, 2020","6.8626","6.8602","6.8721","6.8523","0.09%"
"Jul 13, 2020","6.8562","6.8677","6.8760","6.8422","-0.08%"
"Jul 10, 2020","6.8618","6.8618","6.8724","6.8504","0.05%"
"Jul 09, 2020","6.8587","6.8605","6.8693","6.8478","0.03%"
"Jul 08, 2020","6.8565","6.8595","6.8689","6.8457","0.01%"
"Jul 07, 2020","6.8555","6.8605","6.8706","6.8453","-0.04%"
"Jul 06, 2020","6.8580","6.8618","6.8743","6.8359","-0.02%"
"Jul 03, 2020","6.8596","6.8509","6.8773","6.8404","0.18%"
"Jul 02, 2020","6.8475","6.8480","6.8591","6.8365","0.05%"
"Jul 01, 2020","6.8439","6.8534","6.8598","6.8385","-0.09%"
"Jun 30, 2020","6.8500","6.8549","6.8590","6.8386","-0.04%"
"Jun 29, 2020","6.8524","6.8539","6.8592","6.8415","0.03%"
"Jun 26, 2020","6.8506","6.8548","6.8631","6.8403","-0.03%"
"Jun 25, 2020","6.8526","6.8563","6.8620","6.8265","-0.01%"
"Jun 24, 2020","6.8533","6.8515","6.8623","6.8362","0.09%"
"Jun 23, 2020","6.8472","6.8491","6.8627","6.8335","0.01%"
"Jun 22, 2020","6.8463","6.8478","6.8611","6.8313","-0.05%"
"Jun 19, 2020","6.8498","6.8563","6.8628","6.8260","-0.07%"
"Jun 18, 2020","6.8545","6.8448","6.8641","6.8292","0.19%"
"Jun 17, 2020","6.8418","6.8442","6.8618","6.8253","0.02%"
"Jun 16, 2020","6.8403","6.8362","6.8540","6.8127","0.10%"
"Jun 15, 2020","6.8333","6.8136","6.8637","6.8054","0.33%"
"Jun 12, 2020","6.8106","6.8415","6.8467","6.7930","-0.42%"
"Jun 11, 2020","6.8394","6.7768","6.8572","6.7667","0.98%"
"Jun 10, 2020","6.7728","6.7965","6.8029","6.7610","-0.30%"
"Jun 09, 2020","6.7933","6.7888","6.8096","6.7678","0.17%"
"Jun 08, 2020","6.7816","6.7673","6.7969","6.7570","0.20%"
"Jun 05, 2020","6.7680","6.7557","6.7962","6.7325","0.24%"
"Jun 04, 2020","6.7518","6.7439","6.7723","6.7165","0.15%"
"Jun 03, 2020","6.7420","6.7048","6.7705","6.6835","0.44%"
"Jun 02, 2020","6.7125","6.8143","6.8232","6.6870","-1.43%"
"Jun 01, 2020","6.8102","6.8221","6.8293","6.7905","-0.12%"
"May 29, 2020","6.8182","6.8157","6.8437","6.7975","0.12%"
"May 28, 2020","6.8098","6.7733","6.8245","6.7673","0.59%"
"May 27, 2020","6.7699","6.7280","6.7862","6.7190","0.68%"
"May 26, 2020","6.7245","6.8101","6.8215","6.6957","-1.23%"
