"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 15, 2022","2,331.19","2,340.34","2,358.86","2,328.18","1.91B","-0.51%"
"Mar 14, 2022","2,343.20","2,317.91","2,347.94","2,315.51","1.75B","1.78%"
"Mar 11, 2022","2,302.14","2,294.14","2,320.21","2,291.56","2.14B","0.50%"
"Mar 10, 2022","2,290.73","2,303.96","2,322.09","2,271.32","2.19B","0.03%"
"Mar 09, 2022","2,289.94","2,289.94","2,312.01","2,278.35","2.18B","1.40%"
"Mar 08, 2022","2,258.42","2,231.86","2,288.87","2,229.75","2.25B","0.63%"
"Mar 07, 2022","2,244.26","2,228.75","2,264.69","2,205.81","2.18B","0.31%"
"Mar 04, 2022","2,237.34","2,269.67","2,281.98","2,237.34","1.93B","-1.97%"
"Mar 03, 2022","2,282.29","2,266.16","2,313.23","2,265.06","1.91B","2.02%"
"Mar 02, 2022","2,237.14","2,219.49","2,253.21","2,206.94","1.89B","0.98%"
"Mar 01, 2022","2,215.53","2,212.21","2,244.93","2,188.65","2.31B","1.34%"
"Feb 28, 2022","2,186.32","2,143.72","2,193.42","2,136.89","1.93B","0.23%"
"Feb 25, 2022","2,181.36","2,105.50","2,197.83","2,086.84","2.21B","5.37%"
"Feb 24, 2022","2,070.12","2,190.73","2,190.73","2,038.17","1.56B","-7.87%"
"Feb 23, 2022","2,246.98","2,267.43","2,279.56","2,246.98","1.44B","-0.02%"
"Feb 22, 2022","2,247.47","2,233.33","2,266.86","2,205.07","1.59B","-0.92%"
"Feb 21, 2022","2,268.25","2,280.89","2,294.84","2,239.14","1.40B","0.42%"
"Feb 18, 2022","2,258.69","2,250.37","2,258.69","2,225.87","1.05B","1.16%"
"Feb 17, 2022","2,232.87","2,277.72","2,291.24","2,232.87","1.76B","-1.57%"
"Feb 16, 2022","2,268.51","2,282.91","2,289.39","2,261.83","1.38B","-0.05%"
"Feb 15, 2022","2,269.73","2,233.22","2,289.40","2,230.53","1.89B","1.96%"
"Feb 14, 2022","2,226.08","2,249.33","2,257.85","2,188.38","2.23B","-2.36%"
"Feb 11, 2022","2,279.93","2,261.44","2,281.49","2,206.97","1.84B","0.82%"
"Feb 10, 2022","2,261.44","2,273.77","2,280.36","2,248.90","1.73B","-0.26%"
"Feb 09, 2022","2,267.41","2,243.13","2,272.85","2,236.08","1.92B","1.98%"
"Feb 08, 2022","2,223.45","2,208.33","2,239.51","2,190.83","1.77B","0.75%"
"Feb 07, 2022","2,206.94","2,135.40","2,206.94","2,093.09","2.08B","3.28%"
"Feb 04, 2022","2,136.92","2,169.23","2,173.33","2,130.85","1.41B","-0.79%"
"Feb 03, 2022","2,153.96","2,197.23","2,218.84","2,143.47","1.62B","-2.36%"
"Feb 02, 2022","2,206.07","2,232.99","2,237.36","2,194.21","2.11B","-0.49%"
"Feb 01, 2022","2,216.98","2,216.16","2,242.04","2,209.35","1.58B","0.65%"
"Jan 31, 2022","2,202.64","2,212.65","2,217.35","2,193.19","1.54B","0.72%"
"Jan 28, 2022","2,186.98","2,219.46","2,234.52","2,181.41","2.03B","-1.03%"
"Jan 27, 2022","2,209.79","2,117.78","2,209.79","2,110.75","1.77B","2.52%"
"Jan 26, 2022","2,155.38","2,155.91","2,185.80","2,149.33","1.49B","0.27%"
"Jan 25, 2022","2,149.64","2,123.29","2,159.98","2,071.49","1.77B","2.22%"
"Jan 24, 2022","2,102.91","2,213.18","2,220.64","2,102.91","2.93B","-5.40%"
"Jan 21, 2022","2,222.94","2,221.97","2,234.80","2,192.28","2.22B","-0.30%"
"Jan 20, 2022","2,229.58","2,282.02","2,292.79","2,192.93","3.82B","-1.52%"
"Jan 19, 2022","2,263.96","2,189.02","2,267.50","2,163.02","3.50B","3.39%"
"Jan 18, 2022","2,189.69","2,306.72","2,310.39","2,189.69","2.82B","-5.27%"
"Jan 17, 2022","2,311.55","2,319.68","2,332.61","2,310.81","2.72B","0.41%"
"Jan 14, 2022","2,302.07","2,309.59","2,318.74","2,274.08","2.24B","-0.30%"
"Jan 13, 2022","2,308.98","2,288.80","2,329.65","2,285.10","2.50B","0.48%"
"Jan 12, 2022","2,298.05","2,307.34","2,314.36","2,289.72","2.46B","0.88%"
"Jan 11, 2022","2,278.11","2,286.92","2,298.44","2,238.14","2.94B","0.42%"
"Jan 10, 2022","2,268.60","2,275.74","2,302.02","2,268.60","2.27B","0.53%"
"Jan 07, 2022","2,256.55","2,235.76","2,260.55","2,206.45","2.52B","1.67%"
"Jan 06, 2022","2,219.59","2,196.49","2,239.34","2,180.42","2.06B","0.33%"
"Jan 05, 2022","2,212.29","2,158.00","2,213.86","2,145.48","1.58B","2.56%"
"Jan 04, 2022","2,157.04","2,127.96","2,176.72","2,109.74","1.97B","2.25%"
"Jan 03, 2022","2,109.51","2,039.14","2,109.51","2,032.27","1.39B","4.17%"
"Dec 31, 2021","2,025.03","2,044.08","2,066.94","2,011.86","1.06B","-0.74%"
"Dec 30, 2021","2,040.16","2,086.26","2,118.86","2,038.52","1.65B","-2.21%"
"Dec 29, 2021","2,086.26","2,032.89","2,094.29","2,008.16","1.82B","2.63%"
"Dec 28, 2021","2,032.89","2,107.36","2,109.80","2,011.31","1.84B","-2.70%"
"Dec 27, 2021","2,089.39","2,093.45","2,143.51","2,063.37","2.14B","0.13%"
"Dec 24, 2021","2,086.78","2,000.32","2,086.78","1,986.76","1.79B","5.15%"
"Dec 23, 2021","1,984.56","2,014.85","2,030.26","1,888.06","2.78B","0.16%"
"Dec 22, 2021","1,981.37","2,013.93","2,094.74","1,958.24","3.36B","-5.18%"
"Dec 21, 2021","2,089.52","2,300.85","2,321.69","2,082.02","3.01B","-8.32%"
"Dec 20, 2021","2,279.15","2,267.04","2,377.35","2,102.82","3.13B","-0.85%"
"Dec 17, 2021","2,298.68","2,584.96","2,677.24","2,289.28","5.19B","-9.07%"
"Dec 16, 2021","2,527.97","2,411.07","2,528.85","2,397.72","4.06B","5.95%"
